,similarity,word1,word2
0,2.75,епископальный,россия
1,2.714285714,вода,дефицит
2,2.266666667,лошадь,свадьба
3,3.2,играть,потеря
4,2.25,классика,рекламодатель
5,2.0625,латинский,кредит
6,2.3125,корабль,бюллетень
7,4.352941176,ошибка,ошибка
8,4.117647058999999,болезнь,чума
9,2.529411765,ради,тенить
10,1.9375,святой,обсерватория
11,1.8125,договор,пшеница
12,1.533333333,техас,смерть
13,2.3125,республиканец,вызов
14,2.058823529,тело,мирный
15,2.647058824,адмиралтейство,интенсивность
16,2.1176470590000003,тело,повышение
17,3.375,героин,марихуана
18,2.6875,шотландский,пассажир
19,2.6,аполлон,миф
20,2.125,фильм,осторожный
21,4.117647058999999,выставка,искусство
22,3.764705882,шоколад,конфета
23,2.8125,республика,кандидат
24,4.0625,евангелие,церковь
25,2.4,импульс,желательно
26,2.1176470590000003,сингапур,санкция
27,3.823529412,английский,французский
28,2.9411764710000003,ссылка,церковь
29,2.235294118,военно-морской флот,координатор
30,2.4375,приключение,наводнение
31,3.235294118,радар,самолёт
32,4.266666667,тихого океана,океан
33,4.571428571,скотч,ликёр
34,3.0,кеннеди,пистолет
35,2.866666667,гарфилд,кошка
36,3.5,масштаб,бюджет
37,3.071428571,ритм,блюз
38,3.2,богатый,привилегия
39,1.571428571,военно-морской флот,снятой
40,2.615384615,мрамор,маршировать
41,2.125,полый,зарядить
42,2.333333333,марк,отсутствовать
43,4.2352941180000006,броненосец,армия
44,2.5625,средний,организация
45,1.466666667,пенсильвания,писатель
46,3.882352941,гамлет,поэт
47,3.7058823530000002,битва,заключённый
48,2.75,гильдия,смит
49,4.2352941180000006,грязь,почва
50,3.9411764710000003,преступление,напасть
51,2.133333333,муссолини,стабильность
52,2.4375,линкольн,отдел
53,2.2,раб,застраховать
54,4.375,лето,зима
55,3.0588235289999997,интеграция,достоинство
56,2.5,деньга,квота
57,3.6875,гонолулу,отпуск
58,2.461538462,ливия,кованый
59,2.823529412,ура,музыкант
60,1.8125,сессия,сюрприз
61,2.5714285709999998,млрд.,кампания
62,2.0625,лжесвидетельство,соя
63,3.3125,отказ,лжесвидетельство
64,3.4375,костюм,хэллоуин
65,1.941176471,болгарский,медсестра
66,2.5,костюм,конечный
67,2.235294118,вера,судить
68,2.235294118,франция,мост
69,2.2,гражданство,кейся
70,1.4,отдых,блюдо
71,1.625,интеллект,проблема
72,1.4375,германия,худой
73,2.75,хаос,смерть
74,2.857142857,сидней,хэнкок
75,2.214285714,суббота,стивенсон
76,2.3125,шпионаж,паспорт
77,1.6875,политический,сегодня
78,2.0,труба,конвертировать
79,2.5625,разведка,продемонстрировать
80,2.235294118,салют,узор
81,2.285714286,рейхстаг,германия
82,1.5625,излучение,костюм
83,1.764705882,гораций,горе
84,3.470588235,продажа,аренда
85,4.058823529,открыть,закрыть
86,2.375,фотография,доказывать
87,1.705882353,пропаганда,германия
88,2.0714285709999998,убийство,форбс
89,1.928571429,зеркало,дуэль
90,2.058823529,вероятность,висеть
91,1.5,африка,театр
92,4.117647058999999,ада,небо
93,3.0,муссолини,италия
94,3.6470588239999997,композитор,бетховен
95,1.764705882,министр,предстоящий
96,3.176470588,брюссель,швеция
97,1.6,нейтральный,приход
98,1.733333333,эмоция,налогообложение
99,2.0,луизиана,простой
100,3.0,карантин,болезнь
101,2.625,пушка,в заключение
102,2.0,бронза,подозрение
103,2.352941176,жемчужина,промежуточный
104,4.117647058999999,художник,краска
105,2.0625,реле,семья
106,2.2941176469999998,искусство,смертность
107,2.25,еда,инвестиция
108,2.692307692,альт,тенор
109,3.5625,католик,протестант
110,3.0625,милиция,хозяин
111,4.176470588,битва,корабль
112,2.5625,алкоголь,бежать
113,3.117647059,катушка,пепел
114,4.0,польша,россия
115,2.4375,взрывной,строитель
116,4.277777778,воздухоплавание,самолёт
117,3.133333333,заряд,приговор
118,2.0,пэт,выбывать
119,4.352941176,пить,алкоголь
120,2.375,стабильность,вид
121,2.0,колония,депрессия
122,2.0625,пасха,предпочтение
123,4.090909091,гений,интеллект
124,1.5555555559999998,алмаз,убить
125,2.8,рабовладение,африка
126,4.454545455,юрисдикция,закон
127,1.5555555559999998,святой,отменить
128,2.166666667,заговор,кампания
129,2.214285714,оператор,экстракт
130,2.153846154,врач,действие
131,1.9166666669999999,электроника,думать
132,2.285714286,рабовладение,алмаз
133,3.142857143,квотербек,спорт
134,4.285714286,убийство,убить
135,2.230769231,рабовладение,клан
136,2.692307692,героин,стрелять
137,1.692307692,птица,нарушение
138,2.5,палестинец,турок
139,2.5,гражданство,суд
140,2.076923077,иммунитет,нарушение
141,2.461538462,альтернатива,утверждать
142,2.692307692,чили,плита
143,1.846153846,авраам,незнакомец
144,3.769230769,канзас,город
145,3.857142857,месяц,год
146,3.857142857,месяц,день
147,2.333333333,любительский,актёр
148,3.384615385,афганистан,война
149,2.25,передача,максвелл
150,1.9230769230000002,манчестер,амбициозный
151,1.928571429,программа,потрепать
152,2.583333333,рисунок,музыка
153,2.307692308,ссылка,обязательство
154,1.5384615380000002,приключение,шестнадцать
155,2.166666667,ссылка,угроза
156,1.428571429,бетон,крыло
157,2.0,захват,епископ
158,3.857142857,подводная лодка,мор
159,2.25,вилла,мэр
160,2.375,торговля,фарли
161,3.6363636360000005,природа,лес
162,1.9,хроника,молодая
163,1.8181818180000002,радикальный,епископ
164,2.875,пакистан,радикальный
165,4.266666667,огонь,вода
166,3.0625,сплетня,неприятность
167,2.266666667,зэк,эксперт
168,3.75,спутниковый,пространство
169,2.0,эссе,бостон
170,3.6,миниатюрный,статуя
171,3.5,разлив,загрязнение
172,3.5625,министр,совет
173,3.5625,пейзаж,гора
174,2.5625,религия,средство
175,3.5,корабль,шторм
176,2.8125,колледж,учёный
177,2.5625,кристалл,старый
178,2.066666667,афганистан,мудрый
179,3.133333333,троица,религия
180,2.857142857,гомер,одиссей
181,2.4375,приход,подсказка
182,4.0625,актриса,актёр
183,2.375,патент,профессионал
184,3.066666667,хаос,ужасно
185,2.125,акр,землетрясение
186,2.0,правительстый,иммунитет
187,1.8,футбол,справедливость
188,3.75,азартные игра,деньга
189,1.875,коррупция,нервный
190,2.375,кардинал,сесть
191,4.103448276,жизнь,смерть
192,2.4285714290000002,артиллерия,санкция
193,2.357142857,иерусалим,убитый
194,3.285714286,клетка,кирпич
195,2.642857143,знание,промоутереть
196,2.5714285709999998,приключение,рельс
197,2.357142857,хьюстон,авария
198,2.642857143,оксфорд,подкомитет
199,3.785714286,милиция,оружие
200,1.857142857,производитель,мясо
201,3.071428571,убыток,реакция
202,4.3571428569999995,мор,рыбная ловля
203,2.785714286,атомный,столкновение
204,3.0,вещание,легкая атлетик
205,2.538461538,тайна,экспедиция
206,3.166666667,кремль,советский
207,1.75,свинья,полыхать
208,2.25,риверсайда,вьетнамский
209,1.9230769230000002,горький,защитный
210,2.384615385,катастрофа,объявить
211,2.230769231,свинина,полыхать
212,1.9166666669999999,нога,международный
213,2.5,радикальный,униформа
214,2.692307692,сплетня,осудить
215,3.166666667,моцарт,вагнер
216,3.4,футбол,бокс
217,2.75,радикальный,роль
218,3.0,спасти,убийство
219,3.538461538,исследователь,проверить
220,2.307692308,продажа,сезон
221,3.615384615,бездомный,беженец
222,1.75,пакистан,ремонт
223,2.2941176469999998,афина,живопись
224,3.375,тигр,лес
225,4.473684211,самолёт,самолёт
226,2.842105263,солнечный,углерод
227,2.5,предприятие,банкротство
228,2.833333333,гомер,спрингфилд
229,2.166666667,монета,награда
230,2.25,родос,родной
231,2.125,футбол,куратор
232,2.888888889,бензин,акция
233,2.105263158,чувство вина,расширить
234,1.764705882,быстрый,сингапур
235,3.631578947,монета,банкир
236,1.9444444440000002,лондон,переписка
237,2.6,поп,секс
238,2.176470588,медицина,хлеб
239,1.5555555559999998,азия,животный
240,3.210526316,поп,клуб
241,2.055555556,нацист,оборонительный
242,3.421052632,земля,поляк
243,2.166666667,таиланд,людно
244,3.473684211,день,независимость
245,2.375,спорый,пол
246,3.166666667,акция,бензин
247,3.833333333,композитор,моцарт
248,3.722222222,тон,фортепиано
249,2.111111111,париж,шеф-повар
250,2.722222222,профессия,ответственность
251,2.0,банкротство,хроника
252,2.722222222,ливан,война
253,3.0555555560000003,израиль,террор
